Gen	t_n15	t_n16	t_n17	t_n18	t_n19	t_n20	t_n21	t_n22	t_n23	t_n24	t_n25	t_n26	t_n27	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
183880	1.4276207	0.8900676	0.7712180	0.7046572	0.6307042	0.3256270	0.9709796	0.3568371	0.2225970	0.1883244	0.0741962	0.0684275	0.2160040	0.0298492	0.0211519	0.1510718	0.2695024	0.3852412	0.4562648	-155949.113
183890	1.4115330	0.8961368	0.7675403	0.7280004	0.6322593	0.3271553	0.9893321	0.3838442	0.2094494	0.1769897	0.0846367	0.0736274	0.2023980	0.0297104	0.0225936	0.1117274	0.2695024	0.3553271	0.2637501	-155955.246
183900	1.4426032	0.9019463	0.7364675	0.7178577	0.6322593	0.3422832	1.0149367	0.3880022	0.2015468	0.1750659	0.0815944	0.0736274	0.1972826	0.0295461	0.0152757	0.1357214	0.1899048	0.2761568	0.1842533	-155959.196
183910	1.4823132	0.8871467	0.6972481	0.7096328	0.5831676	0.3444250	0.9877946	0.3692762	0.2014012	0.1689509	0.0788105	0.0708831	0.1946810	0.0270217	0.0196048	0.1357214	0.3158512	0.1920800	0.2218704	-155959.439
183920	1.4815999	0.8984000	0.7054778	0.6855434	0.5915377	0.3320048	1.0018466	0.3518214	0.2106040	0.1679641	0.0794658	0.0729668	0.2044895	0.0270217	0.0183570	0.1407398	0.2885027	0.2537878	0.3092961	-155962.951
183930	1.4834966	0.9059470	0.7256012	0.7082051	0.5641841	0.3180643	0.9747772	0.3402307	0.2055208	0.1807113	0.0804939	0.0706355	0.1957681	0.0231268	0.0205413	0.1424552	0.2833109	0.2268635	0.1926545	-155959.683
183940	1.4997386	0.8847385	0.7052227	0.7162812	0.4980598	0.3266544	0.9823116	0.3503161	0.2046886	0.1816866	0.0860368	0.0816253	0.1938385	0.0260337	0.0157201	0.1205512	0.4062886	0.1589982	0.2574023	-155948.800
183950	1.5264176	0.9125538	0.6972828	0.7119622	0.5146518	0.3181732	0.9449253	0.3394876	0.2017337	0.1720412	0.0880752	0.0785107	0.1938385	0.0258184	0.0175259	0.1205512	0.2563701	0.3833222	0.3211589	-155955.949
183960	1.5425142	0.9133442	0.6923638	0.7052917	0.4996344	0.3259547	0.9220716	0.3521414	0.2151511	0.1788151	0.0939991	0.0821675	0.2096551	0.0310078	0.0175259	0.1436409	0.3891933	0.2846067	0.4690746	-155961.282
183970	1.5762708	0.9380082	0.6809481	0.6761701	0.5266345	0.3601793	0.9432280	0.3333237	0.2099265	0.1759806	0.0979303	0.0932266	0.2019593	0.0239425	0.0251036	0.1676258	0.1945510	0.4924926	0.3621999	-155956.749
183980	1.5507533	0.9620891	0.7201188	0.6548834	0.5095046	0.3650682	0.9618961	0.3267997	0.1959884	0.1792838	0.0948478	0.0773303	0.1871796	0.0292121	0.0195127	0.1182605	0.2902867	0.3159686	0.3478678	-155960.210
183990	1.5204157	0.9424555	0.7060846	0.6543984	0.4825428	0.3824297	0.9083762	0.3358624	0.1959884	0.1791690	0.0927898	0.0851491	0.1911962	0.0377823	0.0181354	0.1217275	0.3358746	0.4025142	0.3718405	-155951.930
184000	1.5204157	0.9306337	0.7308633	0.6180012	0.5034790	0.3784718	0.8937423	0.3364695	0.2037133	0.1866982	0.0958199	0.0890606	0.1989293	0.0247777	0.0174369	0.1340459	0.1824334	0.2147228	0.1833302	-155956.329
184010	1.4973405	0.8981619	0.7243080	0.6486927	0.4972393	0.3857454	0.8866994	0.3318436	0.2059511	0.1848789	0.0964256	0.0891270	0.1989293	0.0335723	0.0178678	0.1340459	0.2803552	0.1697678	0.2581383	-155952.551
184020	1.4915443	0.9061252	0.7293353	0.6298149	0.4910323	0.4105218	0.9208620	0.3482384	0.2086203	0.1863854	0.0964256	0.0850554	0.1969047	0.0246816	0.0157450	0.1111970	0.2284607	0.2853776	0.2581383	-155958.637
184030	1.4661540	0.8947547	0.7495288	0.6417785	0.4970625	0.4216533	0.8856346	0.3435206	0.2040844	0.1942624	0.0956780	0.0839928	0.1928653	0.0246816	0.0169312	0.1369066	0.4242730	0.2706698	0.2213141	-155961.690
184040	1.4646068	0.8894516	0.7499242	0.5827136	0.5040122	0.4336405	0.8724781	0.3359285	0.2038733	0.1937833	0.0898847	0.0801861	0.1976511	0.0363761	0.0173311	0.1494735	0.4081032	0.1876728	0.2954539	-155959.092
184050	1.4766732	0.8852261	0.7639547	0.6066865	0.5101558	0.4419232	0.9133750	0.3572917	0.2078493	0.1898008	0.0915348	0.0821349	0.1961012	0.0314521	0.0160707	0.1390885	0.2120473	0.1717609	0.1883660	-155961.836
184060	1.4272170	0.8755282	0.7281554	0.6671594	0.5209729	0.4325737	0.9128798	0.3522503	0.1974562	0.1803469	0.0803757	0.0600473	0.1890695	0.0314521	0.0210525	0.1125965	0.2120473	0.2833541	0.2363924	-155951.351
184070	1.4200565	0.8565412	0.7366900	0.6444487	0.5346933	0.4423206	0.9652041	0.3659101	0.1963979	0.1767136	0.0712936	0.0566641	0.1914629	0.0265751	0.0181190	0.1471986	0.2185334	0.2833541	0.2363924	-155978.711
184080	1.4264140	0.8677972	0.7625993	0.6558588	0.5478521	0.4251476	0.9607628	0.3714248	0.1946434	0.1735447	0.0704783	0.0649839	0.1879159	0.0250890	0.0181190	0.1238653	0.2582285	0.2080783	0.2363924	-155953.667
184090	1.3931357	0.8694925	0.7651565	0.6660653	0.5539913	0.4089418	0.9522387	0.3502823	0.1950448	0.1726252	0.0739768	0.0611082	0.1879159	0.0325555	0.0181190	0.1306444	0.1867666	0.1427897	0.2886485	-155972.295
184100	1.4774070	0.8543354	0.7132397	0.6626160	0.5695760	0.4180509	0.9740867	0.3557942	0.2082943	0.1904193	0.0787135	0.0705480	0.2026205	0.0282220	0.0204290	0.1307451	0.2171094	0.1834463	0.3165451	-155957.413
184110	1.4899694	0.9048910	0.7343239	0.7256213	0.6098151	0.4576988	0.9802027	0.3360740	0.2065032	0.1880451	0.0822939	0.0699095	0.2030389	0.0245578	0.0186444	0.1307451	0.2427839	0.2361986	0.2138690	-155970.479
184120	1.5397058	0.9081677	0.7264283	0.7438902	0.6494603	0.4864066	1.0002015	0.3426743	0.2058628	0.1862904	0.0809159	0.0733924	0.2031577	0.0245578	0.0186444	0.1119972	0.2088419	0.2900811	0.2480808	-155960.506
184130	1.5267415	0.8887588	0.6914695	0.7390070	0.6458137	0.5197599	0.9951120	0.3609055	0.2097166	0.1780741	0.0821501	0.0752843	0.2031499	0.0247847	0.0186444	0.1180327	0.2354948	0.1407830	0.2480808	-155952.810
184140	1.5589324	0.9057420	0.6846156	0.7687012	0.6284606	0.5193578	1.0363079	0.3828792	0.2093287	0.1833489	0.0819666	0.0707851	0.2043889	0.0238430	0.0171494	0.1180327	0.1718600	0.1382580	0.2776592	-155957.025
184150	1.5376631	0.8808545	0.7022033	0.7687012	0.6098112	0.4736143	1.0236036	0.3833825	0.2091224	0.1874572	0.0705934	0.0639719	0.1980182	0.0284746	0.0171494	0.1180327	0.1718600	0.3477372	0.1750935	-155957.355
184160	1.5759786	0.9324371	0.7069969	0.7959978	0.6019694	0.4755346	1.0033289	0.3923072	0.2104181	0.1842771	0.0770381	0.0635538	0.2032701	0.0284746	0.0227271	0.1197994	0.1812377	0.3802608	0.2404083	-155954.513
184170	1.5520936	0.9257982	0.7059086	0.7829633	0.5977254	0.4755346	1.0193933	0.3650495	0.2097285	0.1857305	0.0769191	0.0682622	0.2053500	0.0318160	0.0163053	0.1197994	0.2885065	0.2740025	0.3053396	-155964.717
184180	1.5791101	0.9220882	0.7179602	0.7894769	0.5955331	0.5009096	1.0625213	0.3676913	0.2076294	0.1795711	0.0738972	0.0679945	0.2049565	0.0245653	0.0200953	0.1361996	0.2613419	0.3241056	0.5940582	-155957.674
184190	1.6027159	0.9035322	0.7032621	0.7462866	0.6223124	0.4718028	1.0923418	0.3778463	0.2101836	0.1783325	0.0652117	0.0563525	0.1948180	0.0314730	0.0153984	0.1191974	0.3340025	0.2822089	0.2628630	-155953.114
184200	1.6007013	0.8830991	0.7334899	0.7191049	0.6223124	0.4927590	1.0979745	0.3524303	0.1981539	0.1744788	0.0674727	0.0610483	0.1888210	0.0314730	0.0186249	0.1002623	0.2308085	0.1632157	0.2450973	-155958.971
184210	1.5929945	0.8917340	0.7133251	0.7366047	0.6223124	0.4868990	1.0860163	0.3609768	0.2045047	0.1733503	0.0633230	0.0544445	0.1892537	0.0308411	0.0188203	0.1211226	0.3750723	0.1540659	0.1547636	-155958.065
184220	1.6084135	0.9091537	0.7225271	0.7141308	0.6259669	0.4899459	1.0777122	0.3720022	0.2000254	0.1781514	0.0637625	0.0532988	0.1929222	0.0254166	0.0153628	0.1211226	0.3504123	0.3108629	0.2846479	-155958.379
184230	1.5697160	0.8919518	0.6863673	0.7189777	0.6058466	0.4897959	1.1057164	0.3702396	0.1979801	0.1819891	0.0591211	0.0550159	0.1873495	0.0310018	0.0198442	0.1533301	0.2906735	0.2427341	0.1985686	-155960.889
184240	1.5173607	0.8907324	0.7054099	0.7373036	0.6104010	0.4869549	1.0838510	0.3708977	0.1996992	0.1795464	0.0593246	0.0550159	0.1923256	0.0310018	0.0160660	0.1543577	0.2906735	0.2372957	0.5511304	-155957.218
184250	1.5126217	0.8830200	0.7058134	0.7580452	0.5905071	0.4699327	1.1366609	0.3860832	0.1929130	0.1603146	0.0605056	0.0566942	0.1833761	0.0329820	0.0157613	0.1284879	0.2371329	0.2072406	0.4100714	-155954.409
184260	1.4728861	0.8930933	0.7058712	0.7307679	0.5973548	0.4860708	1.1687164	0.3532885	0.1925014	0.1605075	0.0670083	0.0617525	0.1884572	0.0283442	0.0200361	0.1157416	0.2781838	0.2997461	0.2471564	-155967.455
184270	1.5018683	0.9003734	0.6660781	0.7218294	0.6058940	0.4774065	1.1321103	0.3430269	0.1920838	0.1588933	0.0732028	0.0563429	0.1877360	0.0283442	0.0182688	0.1518139	0.2232646	0.3320725	0.2471564	-155947.617
184280	1.5021908	0.9048163	0.6784321	0.7632189	0.6094111	0.4940783	1.0816907	0.3422057	0.1917186	0.1616843	0.0815180	0.0558450	0.1877478	0.0247922	0.0182688	0.1317274	0.3662614	0.1745156	0.2672530	-155971.025
184290	1.4929231	0.8801245	0.6674096	0.7213226	0.6094091	0.4013966	1.0536895	0.3383537	0.1932218	0.1639053	0.0810842	0.0694330	0.1877478	0.0297302	0.0182688	0.1459406	0.2069207	0.3038303	0.2849707	-155951.521
184300	1.5105304	0.8436459	0.6610121	0.7213226	0.6088642	0.3731516	1.0425918	0.3272005	0.1922421	0.1591105	0.0844425	0.0716979	0.1858626	0.0297302	0.0182688	0.1310071	0.2069207	0.2329424	0.2938238	-155960.310
184310	1.5140782	0.8828023	0.7093002	0.7306503	0.6341405	0.3862368	1.0261299	0.3412734	0.1944722	0.1706068	0.0851915	0.0698189	0.1828321	0.0288902	0.0156617	0.1310071	0.3910503	0.1642380	0.2922496	-155976.795
184320	1.5549697	0.8948707	0.7110762	0.7229869	0.5971181	0.3583911	1.0402403	0.3519370	0.1902243	0.1598563	0.0747961	0.0702659	0.1811697	0.0288902	0.0203273	0.1384574	0.1870256	0.2923913	0.2136162	-155962.155
184330	1.5448940	0.8836449	0.7095307	0.6791589	0.5646439	0.3790295	0.9998192	0.3424545	0.1958268	0.1626906	0.0747961	0.0702659	0.1848926	0.0288902	0.0177427	0.1203253	0.1965818	0.2081448	0.3618595	-155949.193
184340	1.5724685	0.9100224	0.7068732	0.6323776	0.5576266	0.3821495	1.0348058	0.3378972	0.1950854	0.1680212	0.0807592	0.0663511	0.1886822	0.0304048	0.0208937	0.1272483	0.2772589	0.2635369	0.1629004	-155949.868
184350	1.5750811	0.8922164	0.7129485	0.6323776	0.5575817	0.3663442	1.0578177	0.3293390	0.1921325	0.1771989	0.0769893	0.0710528	0.1862689	0.0285428	0.0188870	0.1272483	0.3444327	0.2575391	0.3212752	-155956.187
184360	1.5984152	0.8920842	0.6821978	0.6323776	0.5587717	0.3752391	1.0813430	0.3343674	0.1933240	0.1666384	0.0761294	0.0710528	0.1848359	0.0285428	0.0196010	0.1272483	0.2496981	0.1423429	0.2422235	-155960.301
184370	1.5788533	0.8963432	0.6762769	0.6401050	0.5616864	0.3375848	1.0964269	0.3336496	0.1980519	0.1680783	0.0798278	0.0710528	0.1826020	0.0224341	0.0204640	0.1315969	0.2385438	0.2325674	0.2447266	-155947.736
184380	1.5610279	0.8925815	0.6718011	0.6781703	0.5812001	0.3433788	1.0579732	0.3577857	0.1992762	0.1687283	0.0810425	0.0753497	0.1926744	0.0297434	0.0171119	0.1315969	0.4392095	0.2112885	0.2355876	-155959.182
184390	1.5570684	0.8960454	0.6694279	0.6515300	0.5352697	0.3024478	1.0437860	0.3629017	0.2054624	0.1645504	0.0787187	0.0739436	0.1966180	0.0295342	0.0201900	0.1022119	0.2230153	0.1937244	0.2656220	-155958.607
184400	1.5637285	0.8969739	0.6777830	0.7150595	0.5121620	0.2684890	1.0657610	0.3262811	0.2015980	0.1640549	0.0815425	0.0707374	0.1963776	0.0295342	0.0201900	0.1270309	0.3442322	0.4041083	0.3084765	-155954.905
184410	1.5505770	0.9031506	0.7162852	0.6573348	0.4767525	0.2661688	1.0998707	0.3165821	0.1990671	0.1811240	0.0875848	0.0734909	0.1909637	0.0276919	0.0206608	0.1397876	0.2781529	0.3001480	0.3084765	-155956.777
184420	1.5579001	0.9106768	0.7099814	0.7054769	0.5106375	0.2678570	1.0785238	0.3320371	0.1932957	0.1762248	0.0836950	0.0743278	0.1830399	0.0276919	0.0189730	0.1337302	0.2781529	0.2343110	0.2454155	-155955.067
184430	1.5675340	0.9029391	0.6874544	0.6573487	0.4946093	0.2707396	1.0830229	0.3414352	0.1954583	0.1778921	0.0888315	0.0775629	0.1803920	0.0227083	0.0189730	0.1342886	0.3289970	0.2959383	0.4259209	-155964.726
184440	1.5505535	0.9072637	0.7307273	0.6000563	0.5014673	0.3081068	1.0506853	0.3548699	0.2040366	0.1759955	0.0936004	0.0855562	0.1923460	0.0287119	0.0189730	0.1351256	0.1989764	0.1735439	0.2226865	-155954.470
184450	1.5469038	0.8931529	0.7240281	0.5852973	0.5038034	0.3085949	1.0879714	0.3592173	0.2052530	0.1882505	0.0966752	0.0888516	0.1969872	0.0287119	0.0179562	0.1367484	0.2941955	0.2827152	0.3235049	-155957.631
184460	1.5916862	0.9017727	0.7512619	0.5805383	0.4984290	0.2965731	1.0513458	0.3436080	0.2099855	0.1962272	0.1000222	0.0969173	0.2038134	0.0287119	0.0144113	0.1509706	0.2941955	0.1934956	0.3235049	-155964.624
184470	1.5710210	0.9218308	0.7349662	0.5630918	0.4814305	0.3019489	1.0341948	0.3187255	0.2106973	0.1918732	0.1057120	0.0969173	0.1968512	0.0247742	0.0148138	0.1228753	0.2941955	0.3623563	0.2218502	-155966.077
184480	1.5887244	0.8959152	0.7363921	0.5444984	0.4806954	0.2791568	1.0531022	0.3315606	0.2136785	0.1933946	0.1086952	0.0980439	0.2055921	0.0238904	0.0160790	0.1164373	0.1758644	0.2302990	0.1373789	-155958.003
184490	1.5925354	0.8952675	0.6952593	0.5443588	0.4697797	0.2906850	1.0623578	0.3394654	0.2124532	0.1901424	0.1103686	0.0933693	0.2056373	0.0309898	0.0160790	0.1164373	0.3441828	0.2389905	0.2802873	-155947.991
184500	1.5903232	0.8969913	0.7141917	0.5838978	0.4870865	0.2878243	1.0800932	0.3196179	0.2182606	0.1940534	0.1071533	0.1000631	0.2139461	0.0227365	0.0160790	0.1171774	0.2055824	0.1857867	0.2083423	-155961.190
184510	1.6020863	0.8935140	0.6879539	0.6295601	0.5073678	0.2896290	1.0797127	0.3318302	0.2149855	0.1890615	0.1071533	0.1000631	0.2057585	0.0249103	0.0180191	0.1208211	0.3039501	0.2888394	0.2775756	-155954.300
184520	1.5946878	0.9005347	0.7204814	0.6282823	0.5085934	0.2956832	1.0633707	0.3274497	0.2225189	0.2006516	0.1092596	0.0994088	0.2157746	0.0254323	0.0189002	0.1390556	0.1630646	0.2241971	0.3560125	-155951.510
184530	1.5534351	0.8622458	0.6832634	0.6771671	0.5128888	0.2917589	1.0712443	0.3270377	0.2325711	0.2082467	0.1092596	0.1045058	0.2170282	0.0253795	0.0189002	0.1009115	0.1660858	0.2241971	0.2869005	-155974.812
184540	1.5762769	0.8902409	0.6706045	0.6875288	0.5255699	0.2799405	1.0615825	0.3229738	0.2283718	0.2094522	0.1096778	0.0918595	0.2191800	0.0253795	0.0159253	0.1309654	0.1660858	0.3939031	0.2830425	-155959.074
184550	1.5459607	0.8849169	0.6560107	0.7287197	0.5108278	0.3033881	1.0545075	0.3344983	0.2306044	0.2113390	0.0959664	0.0776930	0.2215911	0.0183758	0.0125261	0.1328522	0.2881371	0.1930910	0.4861259	-155954.421
184560	1.5559500	0.8856738	0.6818390	0.7556404	0.5033120	0.3109514	1.0577329	0.3154907	0.2279716	0.2081507	0.0995690	0.0915769	0.2152009	0.0261098	0.0156192	0.1168662	0.2311604	0.1529580	0.4861259	-155954.276
184570	1.5182114	0.8585866	0.7108809	0.7907151	0.4725383	0.2899644	1.0678136	0.3309425	0.2326798	0.2126744	0.0995690	0.0834868	0.2265932	0.0261098	0.0183890	0.1160475	0.3542336	0.2283753	0.5046201	-155960.510
184580	1.5621235	0.8652135	0.6906196	0.7729038	0.4684364	0.2858696	1.0861603	0.3591135	0.2252015	0.1995767	0.0990647	0.0865965	0.2086125	0.0292516	0.0156424	0.1177061	0.1446795	0.4109782	0.3227034	-155960.054
184590	1.5869283	0.8855098	0.6935313	0.7231403	0.4427285	0.2875843	1.0905241	0.3492195	0.2240586	0.2058857	0.1008213	0.0842469	0.2175480	0.0248203	0.0168241	0.1227233	0.3888190	0.4001958	0.2013315	-155960.483
184600	1.5523680	0.9166186	0.7013429	0.7964653	0.4758460	0.3164985	1.0733316	0.3367205	0.2218973	0.2082525	0.0990224	0.0953276	0.2168833	0.0320266	0.0195197	0.1463621	0.4771631	0.3235552	0.3865064	-155949.755
184610	1.5874339	0.9033186	0.7295874	0.7988294	0.4729189	0.3029982	1.1064301	0.3282672	0.2361536	0.2042760	0.0997872	0.0945779	0.2269185	0.0232355	0.0171519	0.1463621	0.1795756	0.3235552	0.3865064	-155966.550
184620	1.6131749	0.9196875	0.7237583	0.8280618	0.4851352	0.2698922	1.0418011	0.3280467	0.2361536	0.2080845	0.1004736	0.0963867	0.2269185	0.0291481	0.0152148	0.1185631	0.3727786	0.3237390	0.5839644	-155965.319
184630	1.5457608	0.9014756	0.7532696	0.8304720	0.4500240	0.2542694	1.0400138	0.3297286	0.2331767	0.2162797	0.1017312	0.0936245	0.2228080	0.0266452	0.0203210	0.1356248	0.2369786	0.3302977	0.4959514	-155957.028
184640	1.5059222	0.9119053	0.7292052	0.8304720	0.4232854	0.2374106	1.0059172	0.3416783	0.2319417	0.2077579	0.1053861	0.0860082	0.2270480	0.0280726	0.0142943	0.1410084	0.2369786	0.2170801	0.5600067	-155954.544
184650	1.5189782	0.9183659	0.7202250	0.8304720	0.4240767	0.2568033	1.0614016	0.3447291	0.2317816	0.2094569	0.1021036	0.0913047	0.2261117	0.0274586	0.0177343	0.1410084	0.2112230	0.1191161	0.3286920	-155959.398
184660	1.5028388	0.9194078	0.7277477	0.8176479	0.4170627	0.2771764	1.0277110	0.3581161	0.2337969	0.2026008	0.1035043	0.0960863	0.2230779	0.0239904	0.0142372	0.1446892	0.1978145	0.4400104	0.4818057	-155972.507
184670	1.4876801	0.9039709	0.7261421	0.7376132	0.4166293	0.2719158	1.0451932	0.3543266	0.2337157	0.2052361	0.1021239	0.0921660	0.2209977	0.0299288	0.0227531	0.1253347	0.2785993	0.4053692	0.2437656	-155954.156
184680	1.5022826	0.8817576	0.7317477	0.7603825	0.4497795	0.2824670	1.0136373	0.3532166	0.2225765	0.2032885	0.1020917	0.0890496	0.2104021	0.0223164	0.0158236	0.1187843	0.2439811	0.2780106	0.4044047	-155950.668
184690	1.5142597	0.8784014	0.7543191	0.8055210	0.4313495	0.2645547	1.0255034	0.3536384	0.2298806	0.2004255	0.1008985	0.0923670	0.2187951	0.0234402	0.0158236	0.1495414	0.2439811	0.3996707	0.4764989	-155953.714
184700	1.5004739	0.9166737	0.7520058	0.8180900	0.4034045	0.2531841	1.0832406	0.3601853	0.2321750	0.2013718	0.0952425	0.0868039	0.2252628	0.0282206	0.0197982	0.1944944	0.4619240	0.2210287	0.8590652	-155966.277
184710	1.5270981	0.9193864	0.7471426	0.8214855	0.4126312	0.2972400	1.1053823	0.3692891	0.2216464	0.1946973	0.1010921	0.0900306	0.2153371	0.0308513	0.0182815	0.1323119	0.2713704	0.1626604	0.3118982	-155954.846
184720	1.5034852	0.8804529	0.7531059	0.7425693	0.4133569	0.3048466	1.1228380	0.3964279	0.2174705	0.2064611	0.0970637	0.0895770	0.2036867	0.0261018	0.0170009	0.1631502	0.1869285	0.3004544	0.4325656	-155970.910
184730	1.5182427	0.8858643	0.7912046	0.6850296	0.4492041	0.3166347	1.1039452	0.3947971	0.2201296	0.2021945	0.1006588	0.0856684	0.2124473	0.0261018	0.0145030	0.1219835	0.1353230	0.1534272	0.3027021	-155956.714
184740	1.5123827	0.8704584	0.7628129	0.6871961	0.4543271	0.3450721	1.1055169	0.3839827	0.2236867	0.2120673	0.1074357	0.0942516	0.2138269	0.0194547	0.0180201	0.1408646	0.2067750	0.1553902	0.4603578	-155974.262
184750	1.5375805	0.8678033	0.7404707	0.6625183	0.4636754	0.3293301	1.0824702	0.3882086	0.2312368	0.2110993	0.1045838	0.0977127	0.2202264	0.0293583	0.0180201	0.1119199	0.2417553	0.1773645	0.3531577	-155966.000
184760	1.5285313	0.8769698	0.7713509	0.6426287	0.4713181	0.3801728	1.0807566	0.3962805	0.2235974	0.2059849	0.1045838	0.0977127	0.2202264	0.0304661	0.0186753	0.1362977	0.5217862	0.3235121	0.2976478	-155954.919
184770	1.5506797	0.9419092	0.7842269	0.6563370	0.4414837	0.3814875	1.1541382	0.3983161	0.2288377	0.2095833	0.1150530	0.1001682	0.2202264	0.0257731	0.0200212	0.1427911	0.3337584	0.1993954	0.2517686	-155952.374
184780	1.5466814	0.8996733	0.7853413	0.6761400	0.4414837	0.3647264	1.1840922	0.3959797	0.2351870	0.2124541	0.1015213	0.0928689	0.2190715	0.0294883	0.0174493	0.1160496	0.5212843	0.2296957	0.3476470	-155962.345
184790	1.5365218	0.9240037	0.8078540	0.7507066	0.4454399	0.3656856	1.2020171	0.3905671	0.2416171	0.2211360	0.0980465	0.0861827	0.2317362	0.0307467	0.0174493	0.1412132	0.2866954	0.2334516	0.2531873	-155956.706
184800	1.5064371	0.8886577	0.7769147	0.7535271	0.4640792	0.3418717	1.1796689	0.4062436	0.2462901	0.2272245	0.0924939	0.0802331	0.2370179	0.0275065	0.0144503	0.1154516	0.1861777	0.1350385	0.3250692	-155953.535
184810	1.5269941	0.9112260	0.7465513	0.7792340	0.5109082	0.3461767	1.1957241	0.3922326	0.2443611	0.2250275	0.0831917	0.0788721	0.2364357	0.0304076	0.0143266	0.1547143	0.2655411	0.2092206	0.4261527	-155954.349
184820	1.4966219	0.8969090	0.7322757	0.6765051	0.5304867	0.3636715	1.1810582	0.3881456	0.2522159	0.2334331	0.0830349	0.0788721	0.2409689	0.0276433	0.0162777	0.1562375	0.2655411	0.1717169	0.4489945	-155961.430
184830	1.5065972	0.9087677	0.7558762	0.6815615	0.5655562	0.3636715	1.2014429	0.3940515	0.2502421	0.2318081	0.0845554	0.0811587	0.2368554	0.0276433	0.0162777	0.1139738	0.1604513	0.4004552	0.2510285	-155967.966
184840	1.4715563	0.8848556	0.7341634	0.6539053	0.5355181	0.3242519	1.1728106	0.3813799	0.2481308	0.2275608	0.0892782	0.0818150	0.2368554	0.0276433	0.0158252	0.1430218	0.2363345	0.2305691	0.3911604	-155958.772
184850	1.5361827	0.8881287	0.7592051	0.6568799	0.5020027	0.3251435	1.1718946	0.4050666	0.2567641	0.2374660	0.0935233	0.0818150	0.2494521	0.0252388	0.0195406	0.1044359	0.3984973	0.2658819	0.2396031	-155958.492
184860	1.5451923	0.8709613	0.7582539	0.6073915	0.4727315	0.3071283	1.2281165	0.4012169	0.2608871	0.2416884	0.0845642	0.0769182	0.2494521	0.0247968	0.0157803	0.1174480	0.1513852	0.1925803	0.2353570	-155949.911
184870	1.5647072	0.8989803	0.7884695	0.5756497	0.4754760	0.3007755	1.1980387	0.3903664	0.2608871	0.2386889	0.0870488	0.0780389	0.2494521	0.0255670	0.0169087	0.1232783	0.2472751	0.2342203	0.2170062	-155961.258
184880	1.5574794	0.9043829	0.7829645	0.5333673	0.4656198	0.3065982	1.1831501	0.3904129	0.2602316	0.2358305	0.0902174	0.0789232	0.2549306	0.0255670	0.0169087	0.1350745	0.2818899	0.2254391	0.1727084	-155958.170
184890	1.5408678	0.9040627	0.7663093	0.5333225	0.4670060	0.3018691	1.1496641	0.3755045	0.2629508	0.2288269	0.0930921	0.0803452	0.2561118	0.0242039	0.0194240	0.1081275	0.2223627	0.5655135	0.2751806	-155967.772
184900	1.5193154	0.8884687	0.7619361	0.5272397	0.4516654	0.3139609	1.1746116	0.3755045	0.2629508	0.2301114	0.0924610	0.0849395	0.2530248	0.0291097	0.0173903	0.1151902	0.2139898	0.3358440	0.2599845	-155952.615
184910	1.5393560	0.8877861	0.7443510	0.5435360	0.4526615	0.3022020	1.1699394	0.3803729	0.2581089	0.2351791	0.0958962	0.0812793	0.2478317	0.0234056	0.0181371	0.1434996	0.2498514	0.3716436	0.4806627	-155959.406
184920	1.5511622	0.9006354	0.7304884	0.5495378	0.4706948	0.3144914	1.1509044	0.3965371	0.2465660	0.2239092	0.0785891	0.0668335	0.2418166	0.0289594	0.0186814	0.1288408	0.1613095	0.2152940	0.2020101	-155954.439
184930	1.5661955	0.9070386	0.7201550	0.5595174	0.4848892	0.2983931	1.1673616	0.3758662	0.2545002	0.2241066	0.0704443	0.0644891	0.2500611	0.0324874	0.0139572	0.1155357	0.2133876	0.1765428	0.2487147	-155956.061
184940	1.5317979	0.9028928	0.7089360	0.5595174	0.4683401	0.3053182	1.1505138	0.3849068	0.2619148	0.2234459	0.0824379	0.0656025	0.2446877	0.0273981	0.0174241	0.1065291	0.3756140	0.1660006	0.2074859	-155971.377
184950	1.5504889	0.9053825	0.7464800	0.5248331	0.4528700	0.3024169	1.1359525	0.3748950	0.2602518	0.2341001	0.0855229	0.0682108	0.2504270	0.0273981	0.0178726	0.1069718	0.3995026	0.1784228	0.2839106	-155968.078
184960	1.5236026	0.8854510	0.7555726	0.5320786	0.4528700	0.3057875	1.1033380	0.3809373	0.2611926	0.2328648	0.0790469	0.0668302	0.2531003	0.0273981	0.0178726	0.1327623	0.2765502	0.2601740	0.3254446	-155958.377
184970	1.5037477	0.8716925	0.7679544	0.5557901	0.4409805	0.2840832	1.0439006	0.3801928	0.2621219	0.2260148	0.0751007	0.0682384	0.2588035	0.0224201	0.0149044	0.1327623	0.1542235	0.2176142	0.4404074	-155977.991
184980	1.5321001	0.8995575	0.7603747	0.5888685	0.4425393	0.2938982	1.0653162	0.3913052	0.2454261	0.2153622	0.0811703	0.0688561	0.2344130	0.0247524	0.0144984	0.1093575	0.1551390	0.2145087	0.2542279	-155950.592
184990	1.5442136	0.9020503	0.7607751	0.6292122	0.4616870	0.2876793	1.0334817	0.4111250	0.2491654	0.2173960	0.0860517	0.0716143	0.2292310	0.0250301	0.0173317	0.1147098	0.2506030	0.3271648	0.1868655	-155978.117
